# target,RA,Dec,band(s),freq [GHz],start,stop,I flux [mJy],I error [mJy],Q flux [mJy],Q error [mJy],U flux [mJy],U error [mJy],Pol.Frac,PF low lim,PF high lim,Pol.Ang [deg],PA low lim,PA high lim
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,217+353+545,237.198,2010-09-29,2010-09-29,6503.7,19.3,-97.3,68.6,144.8,57.5,0.0250,0.0000,0.0546,61.949,37.959,80.989
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,353+545+857,396.324,2010-09-29,2010-09-29,31014.5,73.0,-421.1,323.3,-1412.8,273.4,0.0464,0.0315,0.0635,-53.298,-64.605,-41.408
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,30+44+70,37.325,2011-03-31,2011-04-01,92.1,40.9,24.2,55.8,27.6,60.0,0.0000,0.0000,1.0000,24.375,-65.608,114.368
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,44+70+100,93.752,2011-04-01,2011-04-02,783.6,37.6,-67.1,58.2,-42.5,56.2,0.0656,0.0000,0.2847,-73.823,-163.789,15.902
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,70+100+143,129.039,2011-04-04,2011-04-05,1498.7,21.9,-104.7,44.0,-101.4,45.7,0.0926,0.0394,0.1536,-67.958,-85.503,-51.159
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,100+143+217,150.707,2011-04-02,2011-04-03,2145.5,15.5,-73.8,29.7,-11.0,30.0,0.0318,0.0000,0.0737,-85.761,-110.422,-59.923
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,143+217+353,175.780,2011-04-03,2011-04-03,2908.5,11.1,-72.6,24.1,1.9,25.2,0.0234,0.0000,0.0487,89.232,69.462,109.555
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,217+353+545,245.604,2011-04-03,2011-04-04,7489.5,19.9,-167.6,64.4,44.2,67.2,0.0214,0.0000,0.0478,82.617,59.864,106.232
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,353+545+857,396.491,2011-04-03,2011-04-04,32020.6,66.6,-680.9,275.3,-1220.6,294.9,0.0428,0.0266,0.0608,-59.577,-70.818,-48.677
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,30+44+70,36.306,2011-09-26,2011-09-28,31.8,15.6,3.0,21.8,-6.8,22.4,0.0000,0.0000,1.0000,-33.171,-123.159,56.823
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,44+70+100,95.405,2011-09-26,2011-09-27,820.3,39.4,-27.6,56.8,-13.0,62.5,0.0000,0.0000,0.2129,-77.387,-167.339,12.604
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,70+100+217,167.658,2011-09-25,2011-09-26,2880.2,19.8,-111.0,37.5,-2.4,39.6,0.0360,0.0138,0.0635,-89.389,-110.489,-68.377
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,100+217+353,187.996,2011-09-24,2011-09-24,3448.7,12.3,-142.3,29.3,44.9,27.9,0.0426,0.0270,0.0596,81.254,71.436,91.665
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,30+44+70,36.847,2012-04-02,2012-04-04,151.5,43.0,51.2,58.7,-21.9,63.2,0.0000,0.0000,1.0000,-11.569,-101.471,78.424
PCCS2 143 G000.35-19.48 a.k.a. PGCC G000.37-19.50 -- Cold clump,287.5696,-37.1480,30+44+70,36.283,2013-04-02,2013-04-04,234.9,43.3,-2.8,59.9,1.7,64.3,0.0000,0.0000,0.8620,74.062,-15.919,164.041
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2009-08-12,2009-08-14,1421.5,74.0,-84.5,110.8,-201.7,96.6,0.1335,0.0204,0.2975,-56.361,-85.323,-23.242
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2010-02-14,2010-02-15,1477.4,66.9,18.6,88.9,-242.2,101.6,0.1527,0.0337,0.2947,-42.799,-65.237,-13.902
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2010-02-14,2010-02-21,1557.8,182.4,-136.7,255.0,205.5,308.5,0.0765,0.0000,0.7249,61.817,-28.121,151.794
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2010-02-15,2010-02-16,1251.7,155.0,-213.6,224.8,-256.1,212.2,0.1897,0.0000,0.7221,-64.919,-154.544,24.971
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100,100.000,2010-02-16,2010-02-17,917.7,47.9,8.5,71.5,-114.4,72.6,0.0980,0.0000,0.3311,-42.880,-132.749,46.935
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143,143.000,2010-02-19,2010-02-20,754.9,33.0,140.5,60.7,-15.0,67.4,0.1648,0.0307,0.3427,-3.056,-31.220,27.800
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217,217.000,2010-02-17,2010-02-18,495.6,38.9,-23.3,74.7,167.4,76.3,0.3062,0.0387,0.6540,48.955,17.868,78.506
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353,353.000,2010-02-18,2010-02-18,366.4,87.8,75.7,230.5,-57.4,201.3,0.0000,0.0000,1.0000,-18.585,-108.514,71.400
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2010-08-07,2010-08-08,1847.0,212.4,-435.3,354.0,494.4,263.1,0.3119,0.0509,0.7174,65.682,28.181,91.030
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143,143.000,2010-08-08,2010-08-09,780.6,30.8,59.6,64.7,47.4,64.0,0.0630,0.0000,0.3303,19.251,-70.711,109.231
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217,217.000,2010-08-10,2010-08-11,566.5,37.0,-88.4,78.3,-3.7,77.1,0.0758,0.0000,0.5114,-88.795,-178.724,1.078
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353,353.000,2010-08-09,2010-08-10,478.6,85.0,-8.0,233.8,477.7,227.3,0.8712,0.2287,1.0000,45.480,16.656,68.960
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545,545.000,2010-08-09,2010-08-09,236.9,130.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2011-02-14,2011-02-15,1504.9,71.7,217.4,97.8,29.6,101.5,0.1295,0.0203,0.2648,3.872,-28.102,32.820
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2011-02-14,2011-02-21,1597.4,142.3,-41.1,180.0,-403.2,287.4,0.2234,0.0000,0.7909,-47.910,-137.908,41.649
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2011-02-15,2011-02-16,1188.9,149.2,264.2,222.6,75.6,204.3,0.1453,0.0000,0.7564,7.986,-81.780,97.804
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100,100.000,2011-02-16,2011-02-17,1038.6,43.7,-4.6,70.3,9.5,62.3,0.0000,0.0000,0.1735,57.975,-32.001,147.861
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143,143.000,2011-02-19,2011-02-20,880.2,34.5,-5.0,60.1,-26.4,74.3,0.0000,0.0000,0.2339,-50.380,-140.373,39.615
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217,217.000,2011-02-17,2011-02-18,621.4,37.6,59.2,89.7,-44.4,81.9,0.0000,0.0000,0.4755,-18.427,-108.374,71.492
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353,353.000,2011-02-18,2011-02-18,492.9,75.1,337.2,231.7,-267.8,201.2,0.7530,0.1440,1.0000,-19.226,-50.443,6.191
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545,545.000,2011-02-18,2011-02-19,108.4,107.2,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,857,857.000,2011-02-18,2011-02-19,24.4,84.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2011-08-03,2011-08-05,1627.8,75.5,42.3,108.0,137.5,104.6,0.0589,0.0000,0.2540,36.460,-53.177,126.284
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2011-08-03,2011-08-04,1555.8,225.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2011-08-02,2011-08-03,1182.7,162.4,59.2,241.9,100.4,213.7,0.0000,0.0000,0.6708,29.726,-60.261,119.720
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100,100.000,2011-08-01,2011-08-02,1131.4,45.5,33.9,75.5,-29.4,64.9,0.0000,0.0000,0.2061,-20.449,-110.425,69.455
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143,143.000,2011-07-30,2011-07-30,990.9,31.5,-30.0,61.3,39.3,61.4,0.0000,0.0000,0.2135,63.665,-26.298,153.660
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217,217.000,2011-08-01,2011-08-01,718.9,37.7,35.8,89.1,-156.9,88.0,0.1849,0.0000,0.5672,-38.572,-126.884,37.849
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353,353.000,2011-07-31,2011-07-31,418.0,77.9,-27.3,191.6,214.3,198.8,0.2007,0.0000,1.0000,48.625,-41.308,138.442
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545,545.000,2011-07-31,2011-07-31,165.1,109.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,857,857.000,2011-07-31,2011-07-31,87.5,105.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2012-02-06,2012-02-07,1879.9,81.9,177.0,113.9,-156.1,114.2,0.1109,0.0000,0.2911,-20.708,-57.369,16.286
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2012-02-06,2012-02-13,1816.5,174.4,45.2,226.1,260.0,310.5,0.0545,0.0000,0.6154,40.071,-49.844,130.051
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2012-02-07,2012-02-08,1447.6,209.1,-198.5,283.6,-162.7,301.0,0.0000,0.0000,0.7149,-70.332,-160.304,19.637
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2012-08-02,2012-08-04,1734.5,84.2,-38.0,122.2,-62.2,113.0,0.0000,0.0000,0.2093,-60.714,-150.698,29.179
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2012-07-28,2012-08-04,2065.3,140.1,87.7,255.0,54.8,190.6,0.0000,0.0000,0.3601,15.994,-73.983,105.962
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2012-08-01,2012-08-03,1252.4,142.7,-434.1,205.4,-75.8,197.0,0.3146,0.0281,0.6944,-85.050,-117.781,-51.527
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2013-02-05,2013-02-07,1481.7,75.8,-66.3,102.9,10.0,114.9,0.0000,0.0000,0.2291,85.704,-4.223,175.438
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2013-02-05,2013-02-06,1137.3,237.6,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70,70.000,2013-02-06,2013-02-07,1104.6,199.5,259.6,289.3,-100.7,260.3,0.1048,0.0000,1.0000,-10.596,-100.513,79.369
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30,30.000,2013-08-03,2013-08-04,1623.2,76.0,204.2,98.0,-109.0,114.3,0.1253,0.0221,0.2613,-14.051,-41.465,18.716
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44,44.000,2013-07-28,2013-08-04,1939.3,163.9,-286.1,283.2,163.8,254.1,0.1380,0.0000,0.6271,75.108,-14.884,165.063
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,31.632,2010-02-14,2010-02-21,1480.9,62.6,19.7,82.8,-195.0,94.9,0.1198,0.0000,0.3084,-42.110,-74.315,-5.753
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,59.416,2010-02-15,2010-02-16,1300.2,111.4,-127.6,158.6,-50.5,169.2,0.0000,0.0000,0.4360,-79.217,-169.155,10.360
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70+100,97.282,2010-02-16,2010-02-17,940.5,45.3,-17.7,67.3,-132.4,67.6,0.1223,0.0000,0.3347,-48.800,-87.877,-11.342
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100+143,129.105,2010-02-19,2010-02-20,801.9,26.8,76.3,44.8,-62.5,47.5,0.1091,0.0000,0.2823,-19.665,-51.974,15.148
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217,173.982,2010-02-17,2010-02-18,618.3,23.6,83.2,44.1,44.6,47.8,0.1317,0.0151,0.2917,14.112,-19.709,46.057
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217+353,239.151,2010-02-18,2010-02-18,457.6,34.1,-13.3,66.6,139.9,67.6,0.2708,0.0209,0.5978,47.723,12.934,80.482
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353+545,427.823,2010-02-18,2010-02-19,0.1,0.0,0.0,0.1,-0.0,0.1,0.0000,0.0000,1.0000,-18.585,-108.514,71.400
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+143,140.969,2010-08-08,2010-08-09,781.5,29.0,27.5,59.4,87.3,54.9,0.0920,0.0000,0.3217,36.243,-53.710,126.233
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217,173.068,2010-08-10,2010-08-11,679.0,22.6,6.9,47.9,24.1,46.8,0.0000,0.0000,0.2186,37.007,-52.955,126.987
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217+353,239.602,2010-08-09,2010-08-10,533.6,32.8,-75.0,70.7,30.5,69.6,0.0824,0.0000,0.4970,78.943,-10.986,168.816
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353+545,407.458,2010-08-09,2010-08-09,393.3,66.5,-6.9,194.2,393.3,188.7,0.8705,0.2238,1.0000,45.504,16.680,68.985
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545+857,753.038,2010-08-09,2010-08-09,37.6,21.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,32.703,2011-02-14,2011-02-21,1512.6,63.0,111.4,82.7,-47.9,95.5,0.0517,0.0000,0.2268,-11.638,-101.596,78.038
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,56.243,2011-02-15,2011-02-16,1370.7,99.2,18.2,129.7,-131.6,169.4,0.0348,0.0000,0.4300,-41.056,-131.054,48.877
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70+100,97.654,2011-02-16,2011-02-17,1047.3,41.7,24.3,66.5,18.2,59.2,0.0000,0.0000,0.1800,18.409,-71.358,108.288
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100+143,126.479,2011-02-19,2011-02-20,924.1,26.4,-3.2,44.3,-1.0,44.7,0.0000,0.0000,0.1229,-81.666,-171.643,8.219
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217,176.689,2011-02-17,2011-02-18,739.2,24.2,10.2,45.6,-32.3,52.3,0.0000,0.0000,0.2186,-36.214,-126.207,53.775
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217+353,244.401,2011-02-18,2011-02-18,593.4,33.2,88.4,82.0,-71.7,74.5,0.1387,0.0000,0.5497,-19.508,-108.774,70.357
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353+545,415.678,2011-02-18,2011-02-19,292.8,44.2,202.7,138.4,-159.1,120.1,0.7593,0.1448,1.0000,-19.067,-50.284,6.351
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545+857,737.621,2011-02-18,2011-02-19,59.8,63.6,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,31.388,2011-08-03,2011-08-04,1623.4,71.8,43.2,103.3,138.3,99.4,0.0613,0.0000,0.2460,36.323,-53.314,125.894
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,61.483,2011-08-02,2011-08-03,1284.1,125.1,57.5,215.7,104.5,188.1,0.0000,0.0000,0.5316,30.592,-59.396,120.476
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70+100,97.707,2011-08-01,2011-08-02,1135.3,43.7,34.3,71.8,-18.0,61.8,0.0000,0.0000,0.1918,-13.880,-103.856,76.075
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100+143,129.209,2011-07-30,2011-07-30,1033.8,25.7,-3.6,47.0,6.0,43.8,0.0000,0.0000,0.1202,60.625,-29.368,150.620
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217,173.483,2011-08-01,2011-08-01,850.4,22.7,-2.4,46.2,-16.5,46.2,0.0000,0.0000,0.1513,-49.198,-139.147,40.768
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217+353,244.133,2011-07-31,2011-07-31,650.4,32.9,9.9,77.9,-103.2,77.4,0.1036,0.0000,0.4817,-42.271,-131.968,46.774
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353+545,413.655,2011-07-31,2011-07-31,295.7,53.1,-19.8,134.9,151.2,140.2,0.2016,0.0000,1.0000,48.738,-41.216,138.569
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,545+857,707.426,2011-07-31,2011-07-31,113.0,65.6,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,32.419,2012-02-06,2012-02-13,1865.4,74.1,163.9,101.0,-106.1,106.7,0.0898,0.0000,0.2564,-16.458,-105.563,73.127
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,54.902,2012-02-07,2012-02-08,1627.6,130.7,-7.4,169.5,80.5,212.9,0.0000,0.0000,0.3968,47.617,-42.298,137.616
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,33.571,2012-07-28,2012-08-04,1823.9,71.6,2.8,109.8,-18.1,94.4,0.0000,0.0000,0.1547,-40.683,-130.666,49.274
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,56.815,2012-08-01,2012-08-03,1571.1,91.8,-142.1,153.5,53.9,122.8,0.0655,0.0000,0.3594,79.607,-10.370,169.575
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,31.267,2013-02-05,2013-02-06,1432.8,71.5,-72.6,95.0,4.5,109.7,0.0000,0.0000,0.2286,88.224,-1.703,177.925
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70,60.322,2013-02-06,2013-02-07,1153.4,147.8,66.1,197.1,-134.9,248.3,0.0000,0.0000,0.7102,-31.941,-121.887,58.024
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44,32.296,2013-07-28,2013-08-04,1673.3,68.3,150.6,91.6,-90.8,101.1,0.0892,0.0000,0.2634,-15.540,-102.694,73.695
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,30+44+70,37.200,2010-02-15,2010-02-16,1409.1,56.5,-3.7,75.2,-217.6,84.6,0.1450,0.0380,0.2697,-45.489,-67.927,-21.676
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+70+100,94.163,2010-02-16,2010-02-17,952.7,42.5,-17.9,62.2,-100.4,64.2,0.0838,0.0000,0.2833,-50.044,-139.945,39.461
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,70+100+143,127.262,2010-02-19,2010-02-20,806.5,26.0,57.9,42.9,-75.8,44.9,0.1059,0.0000,0.2708,-26.311,-58.387,7.958
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,100+143+217,157.910,2010-02-17,2010-02-18,670.0,20.6,51.5,35.2,-12.3,36.9,0.0574,0.0000,0.2185,-6.705,-96.574,83.110
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217+353,187.466,2010-02-18,2010-02-18,577.5,21.8,78.4,40.8,39.2,44.1,0.1311,0.0150,0.2910,13.275,-20.546,45.220
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,217+353+545,267.963,2010-02-18,2010-02-19,366.2,27.7,-11.8,53.9,116.0,54.9,0.2828,0.0248,0.6126,47.915,14.329,80.486
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,353+545+857,569.642,2010-02-18,2010-02-19,0.0,0.0,0.0,0.0,-0.0,0.0,0.0000,0.0000,1.0000,-18.585,-108.514,71.400
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,44+143+217,171.482,2010-08-10,2010-08-11,676.9,21.7,-9.2,44.8,53.1,41.8,0.0429,0.0000,0.2400,49.904,-40.049,139.894
PCCS2 143 G001.36+45.99 a.k.a. ICRF J151640.2+001501 -- Seyfert 1 Galaxy,229.1520,0.2440,143+217+353,186.548,2010-08-09,2010-08-10,642.7,21.1,9.7,44.9,32.2,43.8,0.0000,0.0000,0.2320,36.590,-53.372,126.570
